Income,Age,Loan,Loan to Income,Default
0.6678804717124631,1.406044561306267,0.8232799780474269,0.500416227027241,0
-0.2678518072439901,0.9153515146839492,-1.4153221141914796,-1.6572199940594095,0
-0.18753037655134705,-0.1346500794221301,0.5526826815216002,0.7907211044347411,0
-0.5510675344453891,1.03814606265222,-0.2632645033819439,-0.02136257276469726,0
-0.5869579602196929,1.2594100445932026,0.6325659568450432,1.287612864145743,0
1.2443521364629246,1.1784021351647056,-0.12739780756671196,-0.5869139492593627,0
0.2664565129748524,0.9310724008015151,1.1582037964726,1.1181192265115205,0
-1.052909975400601,0.09099622657608991,-1.2949818328925384,-1.4306238391162223,0
-0.885575728783568,1.487629154559794,-0.08641156170246955,0.5091059237853723,0
-1.7233029507351176,0.0014034952619675432,-0.6007585245049002,0.4608688436351328,0
0.8755398330500721,0.7302751105734696,0.7383658460328563,0.3099349152021362,0
-1.507789468040049,1.0855817169659077,-1.41878573944707,-1.6323544792288813,0
0.8282135835447423,0.04345591984738906,-1.3476994057911647,-1.606385313988817,0
-1.4852497012683763,-1.4234689844960338,-0.029235874902760736,1.4114211611455016,1
-0.33213619998418903,-1.1543274807163633,-0.6712439540061591,-0.683409010387192,0
1.087212943020102,1.448013290854409,2.1818817547043134,1.471601268910316,0
0.2755107547148565,0.78815329933371,-1.414250486158286,-1.6629924036366905,0
-0.6612480798258119,0.8844278648950853,-0.4958149441188741,-0.2917861842593563,0
-0.09820103576749237,-1.0397802052389304,-0.7666427422493348,-0.8756968821889557,0
-0.5118396879338248,0.799908185761642,0.38390848482369194,0.8569110933347264,0
-0.5828638507780831,0.9267950079832039,-0.9576408624955697,-0.9959845085381177,0
-1.3246616660068897,1.5919529888874289,0.20873377221007258,1.620171825449966,0
-1.081265859423822,0.7656580079104391,0.4297633649752622,1.6285823357209308,0
1.0264392640653206,1.3762838769399088,0.7547997069051265,0.2525374273787113,0
-0.7303561968111368,-0.9379819996970298,-0.6736010341161388,-0.5222530683573642,0
1.1148674588093388,1.4561606319432938,1.3848497539566076,0.7593412613637827,0
-0.5307625083710256,-1.2599254271234925,0.19941004616612132,0.6158831165744291,1
-1.5700312249840709,-0.2567738819006068,-1.3119259237389786,-1.383313975171527,0
1.2406657456711245,0.558535012227154,2.4245248298340396,1.566389348194117,0
-1.4568814817535085,0.6011923844174303,-0.6588785380150802,0.003440638520732529,0
-1.4391448199193562,1.5986209624713004,-0.6208519917954898,0.067310531514292,0
0.5513892820502353,1.208766393529287,-0.7634520796188718,-1.015828100926473,0
-0.9608004976444968,-0.4100221884301816,-0.3129230275509138,0.20404490616258625,0
1.3304075688080583,-0.24290524278749087,0.020678889814831933,-0.48571120659318684,0
-0.4143094704667612,0.20524033916856457,0.43592661920492876,0.8370792435688742,0
1.0405708038573578,1.042509552040202,-0.7195692709960282,-1.0563182417202301,0
-0.7870625221299788,-0.5240485076379291,-0.5837933639832152,-0.35480653233772474,0
-1.630346850416144,-0.5804360353850896,-0.7372212739705558,0.005291983506702237,0
1.5121993606266628,-1.0270483107044657,0.7262138256786105,0.028017773969077193,0
1.590797839756833,0.5130918381511802,1.1973818161918885,0.36789398484060715,0
1.3731227220760347,-1.4662723358194394,-1.0866127640234438,-1.4039123736211405,0
-1.7449742123842247,0.34004506838586784,-1.016508626638958,-0.5812902217501723,0
1.1039675327367842,-1.5510642899223368,1.9376832841237253,1.2467038568958115,1
-0.3767095710958672,0.16086225116597105,-1.1987444452928326,-1.3678697034014862,0
-0.3457140610897208,1.7388686573508596,1.0658039555766898,1.6033236771951922,0
-0.6069959598003518,0.15411578675136364,0.3116817776715858,0.8466404094295583,0
-1.317742828690171,0.5137603857184158,-0.9053609607666123,-0.614963310536072,0
-1.7624916027264317,-0.4013948774270228,-1.2361320785157563,-1.142161530081713,0
-1.441842295685614,0.6356703462104466,-1.3626655043762756,-1.515042436891047,0
1.637260872383895,-1.5200964560400567,-0.5386126542679968,-0.9959495755370521,0
-0.8328528249184186,1.472219139630774,-0.16809661980026386,0.3302174423099391,0
0.31780453862672087,-0.6535587916503217,-1.2009677531113339,-1.4362553892587198,0
0.8412690755158574,-1.5863758827920278,-0.6476947306222353,-0.9578090346392006,0
0.8554364891393536,-1.2925305157801712,0.186331666248902,-0.19000094160569897,0
-1.1933444667002615,0.04571117756755182,-1.1100938232259934,-1.065665299852436,0
-0.9682262220600079,-0.24469199124384547,-0.9780587791554368,-0.9080278603375881,0
0.16322999269630817,-0.5356183962992108,0.2988191048587624,0.24723753260531803,0
-0.39910220516214456,-1.1646372592728345,-0.2086746567132399,-0.03971930978197545,0
0.7221728950269617,1.075563825260306,1.5759224475422327,1.1887791131804337,0
0.5763582229050253,0.23839284349657267,0.6966322398847345,0.42825000645686506,0
-0.8246331132097394,0.5431366965063897,-1.149459082342312,-1.2268925648715303,0
1.2248568479565416,-0.5890823717517873,0.6762272783912472,0.09823669654360517,0
0.30199644562970085,-0.8841789926004741,0.9463365444155305,0.862719545998509,1
-0.5736178102947632,-1.0914595085996024,0.5993643945389364,1.224967065831531,1
-0.8242631109558607,1.4372907928880059,-1.3451087018032533,-1.535945345651836,0
0.08405133607800117,0.9425067301388259,0.6487625996930471,0.6937292800742803,0
1.2110872906284307,-1.4034294282250217,0.28410566075662724,-0.22908482963808727,0
1.6673722463661238,1.2448902240082023,0.5932771473189833,-0.12949276890436262,0
-0.7937788788852609,0.46737143257385594,-0.35128668081956926,0.011482010694041688,0
0.04465427979282467,1.0757179920918165,-0.4980518152080559,-0.6018809363271579,0
-1.6373983938044632,1.533864083703621,-0.8706128236663099,-0.307860932521818,0
0.3179207964398636,0.22178348384196786,-1.3313190787552829,-1.5751167916729925,0
-0.2103505424530834,1.56618817255757,0.5736314820664883,0.8360695688295334,0
-0.0748836709765754,0.6905462418915054,-0.8587177486399847,-0.9923178789977652,0
0.9454477894369154,-0.7586322566026041,-0.25345211080816027,-0.620288529133475,0
-0.4761677907272247,1.0732453922714065,0.5546432504526526,1.0583607257263004,0
1.1385596092189145,0.6001440034671827,-0.9010137986444644,-1.2275630911650732,0
-0.8356042216767666,1.040770641258178,0.29244145956889034,1.063394304065552,0
0.2920011491954379,0.8315033172265984,0.8459110919894217,0.7623064383241472,0
1.1201821176457585,1.6938361620280626,1.4852743976623206,0.8433763766557075,0
